Simple time,City name,Temperature,Wind speed
2021/07/22 07:23,New York,21,0.45
2021/07/22 07:24,New York,21,0.45
2021/07/22 07:25,New York,21,0.45
2021/07/22 07:26,New York,21,0.45
2021/07/22 07:27,New York,21,0.45
2021/07/22 07:28,New York,21,0.45
2021/07/22 07:29,New York,21,0.45
2021/07/22 07:30,New York,21,0.45
2021/07/22 07:31,New York,21,0.45
2021/07/22 07:32,New York,21,0.45
2021/07/22 07:33,New York,21,0.45
2021/07/22 07:34,New York,21,0.89
2021/07/22 07:35,New York,21,0.89
2021/07/22 07:36,New York,21,0.89
2021/07/22 07:37,New York,21,0.89
2021/07/22 07:38,New York,21,0.89
2021/07/22 07:39,New York,21,0.89
2021/07/22 07:40,New York,21,0.89
2021/07/22 07:41,New York,21,0.89
2021/07/22 07:42,New York,21,0.89
2021/07/22 07:43,New York,21,0.89
2021/07/22 07:44,New York,21,0.89
2021/07/22 07:45,New York,21,0.89
2021/07/22 07:46,New York,21,0.89
2021/07/22 07:47,New York,21,0.89
2021/07/22 07:48,New York,21,0.89
2021/07/22 07:49,New York,21,0.89
2021/07/22 07:50,New York,21,0.89
2021/07/22 07:51,New York,21,0.89
2021/07/22 07:52,New York,21,0.89
2021/07/22 07:53,New York,21,0.89
2021/07/22 07:54,New York,21,0.89
2021/07/22 07:55,New York,21,0.89
2021/07/22 07:56,New York,21,0.89
2021/07/22 07:57,New York,21,0.89
2021/07/22 07:58,New York,21,0.89
2021/07/22 07:59,New York,21,0.89
2021/07/22 08:00,New York,21,0.89
2021/07/22 08:01,New York,21,0.89
2021/07/22 08:02,New York,21,0.89
2021/07/22 08:03,New York,21,0.89
2021/07/22 08:04,New York,21,0.89
2021/07/22 08:05,New York,21,0.89
2021/07/22 08:06,New York,21,0.89
2021/07/22 08:07,New York,21,0.89
2021/07/22 08:08,New York,21,0.45
2021/07/22 08:09,New York,21,0.45
2021/07/22 08:10,New York,21,0.45
2021/07/22 08:11,New York,21,0.45
2021/07/22 08:12,New York,21,0.45
2021/07/22 08:13,New York,21,0.45
2021/07/22 08:14,New York,21,0.45
2021/07/22 08:15,New York,21,0.45
2021/07/22 08:16,New York,21,0.45
2021/07/22 08:17,New York,21,0.45
2021/07/22 08:18,New York,21,0.45
2021/07/22 08:19,New York,21,0.45
2021/07/22 08:20,New York,21,0.45
2021/07/22 08:21,New York,21,0.45
2021/07/22 08:22,New York,21,0.45
2021/07/22 08:23,New York,21,0.45
2021/07/22 08:24,New York,21,0.45
2021/07/22 08:25,New York,21,0.45
2021/07/22 08:26,New York,21,0.45
2021/07/22 08:27,New York,21,0.45
2021/07/22 08:28,New York,21,0.45
2021/07/22 08:29,New York,21,0.45
2021/07/22 08:30,New York,21,0.45
2021/07/22 08:31,New York,21,0.45
2021/07/22 08:32,New York,21,0.45
2021/07/22 08:33,New York,21,0.45
2021/07/22 08:34,New York,20,0.45
2021/07/22 08:35,New York,20,0.45
2021/07/22 08:36,New York,20,0.45
2021/07/22 08:37,New York,20,0.45
2021/07/22 08:38,New York,20,0.45
2021/07/22 08:39,New York,20,0.45
2021/07/22 08:40,New York,20,0.45
2021/07/22 08:41,New York,20,0.45
2021/07/22 08:42,New York,20,0.45
2021/07/22 08:43,New York,20,0.45
2021/07/22 08:44,New York,20,0.45
2021/07/22 08:45,New York,20,0.45
2021/07/22 08:46,New York,20,0.45
2021/07/22 08:47,New York,20,0.45
2021/07/22 08:48,New York,20,0.45
2021/07/22 08:49,New York,20,0.45
2021/07/22 08:50,New York,20,0.45
2021/07/22 08:51,New York,20,0.45
2021/07/22 08:52,New York,20,0.45
2021/07/22 08:53,New York,20,0.45
2021/07/22 08:54,New York,20,0.45
2021/07/22 08:55,New York,20,0.45
2021/07/22 08:56,New York,20,0.89
2021/07/22 08:57,New York,20,0.89
2021/07/22 08:58,New York,20,0.89
2021/07/22 08:59,New York,20,0.89
2021/07/22 09:00,New York,20,0.89
2021/07/22 09:01,New York,20,0.89
2021/07/22 09:02,New York,20,0.89
2021/07/22 09:03,New York,20,0.89
2021/07/22 09:04,New York,20,0.89
2021/07/22 09:05,New York,20,0.89
2021/07/22 09:06,New York,20,0.89
2021/07/22 09:07,New York,20,0.89
2021/07/22 09:08,New York,20,0.89
2021/07/22 09:09,New York,20,0.89
2021/07/22 09:10,New York,20,0.89
2021/07/22 09:11,New York,20,0.89
2021/07/22 09:12,New York,20,0.89
2021/07/22 09:13,New York,20,0.89
2021/07/22 09:14,New York,20,0.89
2021/07/22 09:15,New York,20,0.89
2021/07/22 09:16,New York,20,0.89
2021/07/22 09:17,New York,20,0.89
2021/07/22 09:18,New York,20,0.45
2021/07/22 09:38,New York,20,0.45
2021/07/22 09:39,New York,20,0.45
2021/07/22 09:40,New York,20,0.45
2021/07/22 09:41,New York,20,0.45
2021/07/22 09:42,New York,20,0.45
2021/07/22 09:43,New York,20,0.45
2021/07/22 09:44,New York,20,0.45
2021/07/22 09:45,New York,20,0.45
2021/07/22 09:46,New York,20,0.45
2021/07/22 09:47,New York,20,0.45
2021/07/22 09:48,New York,20,0.45
2021/07/22 09:49,New York,19,0.89
2021/07/22 09:50,New York,19,0.89
2021/07/22 09:51,New York,19,0.89
2021/07/22 09:52,New York,19,0.89
2021/07/22 09:53,New York,19,0.89
2021/07/22 09:54,New York,19,0.89
2021/07/22 09:55,New York,19,0.89
2021/07/22 09:56,New York,19,0.89
2021/07/22 09:57,New York,19,0.89
2021/07/22 09:58,New York,19,0.89
2021/07/22 09:59,New York,19,0.89
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
2021/07/22 10:44,New York,19,0.45
