Simple time,City name,Temperature,Wind speed
2021/07/22 07:23,London,16,2.06
2021/07/22 07:24,London,16,2.06
2021/07/22 07:25,London,16,2.06
2021/07/22 07:26,London,16,2.06
2021/07/22 07:27,London,16,2.06
2021/07/22 07:28,London,16,2.06
2021/07/22 07:29,London,16,2.06
2021/07/22 07:30,London,16,2.06
2021/07/22 07:31,London,16,2.06
2021/07/22 07:32,London,16,2.06
2021/07/22 07:33,London,16,2.06
2021/07/22 07:34,London,16,2.06
2021/07/22 07:35,London,16,2.06
2021/07/22 07:36,London,16,2.06
2021/07/22 07:37,London,16,2.06
2021/07/22 07:38,London,16,2.06
2021/07/22 07:39,London,16,2.06
2021/07/22 07:40,London,16,2.06
2021/07/22 07:41,London,16,1.54
2021/07/22 07:42,London,16,1.54
2021/07/22 07:43,London,16,1.54
2021/07/22 07:44,London,16,1.54
2021/07/22 07:45,London,16,1.54
2021/07/22 07:46,London,16,1.54
2021/07/22 07:47,London,16,1.54
2021/07/22 07:48,London,16,1.54
2021/07/22 07:49,London,16,1.54
2021/07/22 07:50,London,16,1.54
2021/07/22 07:51,London,16,1.54
2021/07/22 07:52,London,16,1.54
2021/07/22 07:53,London,16,1.54
2021/07/22 07:54,London,16,1.54
2021/07/22 07:55,London,16,1.54
2021/07/22 07:56,London,16,1.54
2021/07/22 07:57,London,16,1.54
2021/07/22 07:58,London,16,1.54
2021/07/22 07:59,London,16,1.54
2021/07/22 08:00,London,16,1.54
2021/07/22 08:01,London,16,1.54
2021/07/22 08:02,London,16,1.54
2021/07/22 08:03,London,16,1.54
2021/07/22 08:04,London,16,1.54
2021/07/22 08:05,London,16,1.54
2021/07/22 08:06,London,16,1.54
2021/07/22 08:07,London,16,2.06
2021/07/22 08:08,London,16,2.06
2021/07/22 08:09,London,16,2.06
2021/07/22 08:10,London,16,2.06
2021/07/22 08:11,London,16,2.06
2021/07/22 08:12,London,16,2.06
2021/07/22 08:13,London,16,2.06
2021/07/22 08:14,London,16,2.06
2021/07/22 08:15,London,16,2.06
2021/07/22 08:16,London,16,2.06
2021/07/22 08:17,London,16,2.06
2021/07/22 08:18,London,16,2.06
2021/07/22 08:19,London,16,2.06
2021/07/22 08:20,London,16,2.06
2021/07/22 08:21,London,16,2.06
2021/07/22 08:22,London,16,2.06
2021/07/22 08:23,London,16,2.06
2021/07/22 08:24,London,16,2.06
2021/07/22 08:25,London,16,2.06
2021/07/22 08:26,London,16,2.06
2021/07/22 08:27,London,16,2.06
2021/07/22 08:28,London,16,2.06
2021/07/22 08:29,London,16,2.06
2021/07/22 08:30,London,16,2.06
2021/07/22 08:31,London,16,2.06
2021/07/22 08:32,London,16,2.06
2021/07/22 08:33,London,16,2.06
2021/07/22 08:34,London,16,2.06
2021/07/22 08:35,London,17,2.06
2021/07/22 08:36,London,17,2.06
2021/07/22 08:37,London,17,2.06
2021/07/22 08:38,London,17,2.06
2021/07/22 08:39,London,17,2.06
2021/07/22 08:40,London,17,2.06
2021/07/22 08:41,London,17,2.06
2021/07/22 08:42,London,17,2.06
2021/07/22 08:43,London,17,2.06
2021/07/22 08:44,London,17,2.06
2021/07/22 08:45,London,17,2.06
2021/07/22 08:46,London,17,2.06
2021/07/22 08:47,London,17,2.06
2021/07/22 08:48,London,17,2.06
2021/07/22 08:49,London,17,2.06
2021/07/22 08:50,London,17,2.06
2021/07/22 08:51,London,17,2.06
2021/07/22 08:52,London,17,2.06
2021/07/22 08:53,London,17,2.06
2021/07/22 08:54,London,17,2.06
2021/07/22 08:55,London,17,2.06
2021/07/22 08:56,London,17,2.06
2021/07/22 08:57,London,17,2.06
2021/07/22 08:58,London,17,2.06
2021/07/22 08:59,London,17,2.06
2021/07/22 09:00,London,17,2.06
2021/07/22 09:01,London,17,2.06
2021/07/22 09:02,London,17,2.06
2021/07/22 09:03,London,17,2.06
2021/07/22 09:04,London,17,2.06
2021/07/22 09:05,London,17,2.06
2021/07/22 09:06,London,17,2.06
2021/07/22 09:07,London,17,2.06
2021/07/22 09:08,London,17,2.06
2021/07/22 09:09,London,17,2.06
2021/07/22 09:10,London,17,2.06
2021/07/22 09:11,London,17,2.06
2021/07/22 09:12,London,17,2.06
2021/07/22 09:13,London,17,2.06
2021/07/22 09:14,London,17,2.06
2021/07/22 09:15,London,17,2.06
2021/07/22 09:16,London,17,2.06
2021/07/22 09:17,London,17,2.06
2021/07/22 09:18,London,18,2.06
2021/07/22 09:38,London,18,2.06
2021/07/22 09:39,London,18,2.06
2021/07/22 09:40,London,18,2.06
2021/07/22 09:41,London,18,2.06
2021/07/22 09:42,London,18,2.06
2021/07/22 09:43,London,18,2.06
2021/07/22 09:44,London,18,2.06
2021/07/22 09:45,London,18,2.06
2021/07/22 09:46,London,18,2.06
2021/07/22 09:47,London,18,2.06
2021/07/22 09:48,London,18,2.06
2021/07/22 09:49,London,19,2.06
2021/07/22 09:50,London,19,2.06
2021/07/22 09:51,London,19,2.06
2021/07/22 09:52,London,19,2.06
2021/07/22 09:53,London,19,2.06
2021/07/22 09:54,London,19,2.06
2021/07/22 09:55,London,19,2.06
2021/07/22 09:56,London,19,2.06
2021/07/22 09:57,London,19,2.06
2021/07/22 09:58,London,19,2.06
2021/07/22 09:59,London,19,2.06
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:44,London,21,2.57
2021/07/22 10:45,London,21,2.57
2021/07/22 10:46,London,21,2.57
2021/07/22 10:47,London,21,2.57
2021/07/22 10:48,London,21,2.57
2021/07/22 10:49,London,21,2.57
2021/07/22 10:50,London,21,2.57
2021/07/22 10:51,London,21,2.57
2021/07/22 10:52,London,21,2.57
2021/07/22 10:53,London,21,2.57
2021/07/22 10:54,London,21,2.57
2021/07/22 10:55,London,21,2.57
2021/07/22 10:56,London,21,2.57
2021/07/22 10:57,London,21,2.57
